date,id,label,text
2018-11-08 17:04:47,1060578892422017024,nike,"Equipado para superar las condiciones climáticas de la temporada, Nike Air Zoom Pegasus 35 Shield. 

Disponible aho… puzvjfvasA"
2018-10-30 01:44:41,1057085850448580608,nike,"Inspirado en el Día de Muertos.
Hecho para honrar a las leyendas. 

Presentamos el nuevo jersey edición especial de… 8CIPQmBRaX"
2018-10-19 19:54:36,1053373870927839232,nike,"Con rasgos inspirados en el diseño original de 1982

tyUNpWjWZU"
2018-10-18 00:15:01,1052714632853389312,nike,"Velocidad X Precisión.

Cualquiera que sea tu estilo, mantén el juego en movimiento.
Adquiere ahora los nuevos Merc… NOh856NEed"
2018-10-12 18:14:37,1050811994339729408,nike,"El nuevo integrante de la familia Zoom también es uno de los más rápidos.

Diseñado para romper récords de velocida… GAx8uiFTNq"
2018-10-01 04:23:00,1046616447223558144,nike,RT @nayeRangel7: @nikefootball @nikemexico 💙🔥 G9iwXPfCVJ
2018-09-30 13:02:05,1046384688594636801,nike,"Listos para dejar huella en el podium.
 
Presentamos los Nike Zoom Vaporfly 4%
 
Disponibles mañana a partir de las… i1IrvMMjEl"
2018-09-20 23:25:03,1042917586969784321,nike,"Un sueño que se convirtió en legado. 

Los nuevos Mercurial Superfly CR7 Capítulo 7 “Built on Dreams” ya están disp… fzH6XvgRG9"
2018-09-14 17:50:12,1040658991452381185,nike,"Dos mundos se encuentran. ⚽🏀

Adquiere ahora la nueva colección #PSGxJordan: ysS94RfHjx NVh2cA1Vuc"
2018-09-03 16:19:19,1036649852871032833,nike,"La suavidad de los Pegasus Turbo te impulsa durante cada entrenamiento.

Con un 85% de retorno de energía.

Disponi… sn2sUK7V6c"
2018-08-31 18:32:47,1035596276778188800,nike,"Es nuestro momento. Movamos la ciudad. 💪🏼💥

#JuntasImparables #JustDoIt #NikeWomenMx 

Únete al reto en… tptP8AR56V"
2018-08-10 19:14:59,1027996751846731776,nike,"Sé el más temido. #DesataElPhantom
 
El nuevo PhantomVSN ya está disponible en w7LpeKzaTQ.

Presentand… XwDedRaXTr"
2018-08-03 00:17:00,1025173652839444480,nike,"Conviértete en un peligro constante con tu precisión. 

Los nuevos Phantom Vision ya están disponibles:… MMe5Dqhe7D"
2018-08-02 15:54:11,1025047116052348929,nike,"Correr con los Pegasus Turbo es sentir como si estuvieras volando al correr. 
Creados con base a las especificacion… GH2ZPwer55"
2018-08-01 22:29:43,1024784265177907200,nike,"RT @Diego_Reyes13: 🔺Un nuevo nivel de precisión.
#NikePhantom #DesataElPhantom #TeamNike @nikefootball hzUaUm1911"
2018-07-23 00:34:23,1021191762843439111,nike,"Alcanza la grandeza jugando hombro con hombro. 

Adquiere ahora el nuevo kit de local de @ClubAmerica 2018/19:… zsExieaTSC"
2018-07-22 02:19:13,1020855754260209664,nike,"Un nuevo nivel de precisión para un nuevo nivel de ataque. 

Presentamos los Phantom Vision, disponibles el 2 de ag… wngnlUCOPr"
2018-07-20 23:15:40,1020447176936177664,nike,"Ser de Pumas es defender tu historia con orgullo.

El nuevo kit de local de @PumasMX 2018/19 ya está disponible:… jo0CfjXKIX"
2018-07-20 00:35:05,1020104773138362370,nike,"El legado se construye en equipo.

Presentamos los nuevos kits de @ClubAmerica 2018/19.

#HombroConHombro F3Q6g3kxiO"
2018-07-16 14:01:55,1018858271149559809,nike,"Un tributo a la historia.

Presentamos los nuevos kits de @PumasMX 2018/19.

#PorNuestraHistoria WNJ7TzeLFE"
2018-07-12 23:57:03,1017558489785356288,nike,"Tu juego. Tu estilo.

Adquiere ahora los nuevos Mercurial Vapor 360 NJR “Meu Jogo”: 2IMWhM6RYZ BW00xooX3V"
2018-07-12 14:03:07,1017409019311374336,nike,"LIBÉRATE
Presentamos la nueva colección Metalic Sheen con Pegasus 35

Disponibles ahora: 2ViVpX6Ux7 HhrmUKhYJh"
2018-06-13 21:47:10,1007016555224461312,nike,Virgil Abloh colabora con Nike para honrar la pasión por el juego. Conoce los nuevos Nike Zoom Fly Mercurial Flykni… noTF35hiG0
2018-06-13 17:32:44,1006952524258201600,nike,Se fusiona la elegancia de las pasarelas con comodidad e innovación. El nuevo Kim Jones X Nike Air Max 360 llega el… LPNWIhRyFm
2018-06-11 17:13:59,1006223027665821697,nike,"El ícono vanguardista está de vuelta con una paleta de color neón. ¿Te atreves? 
Consigue tu Huarache Run 91 aquí:… DnMPGq108s"
2018-06-09 03:26:41,1005290054418345984,nike,"Representando a su ciudad natal. Presentamos la primera colaboración de @trvisXX y @Jumpman23.

Los #AirJordan IV '… CNxx2gdsjp"
2018-06-07 20:05:07,1004816543295901697,nike,"RT @Csalcedojr: Listo para darlo todo, solo es cuestión de creer. @NikeFootball #NikeFootball #JustDoIt #Magista 6hGLYzjcGD"
2018-06-07 19:22:55,1004805925159481346,nike,"Para ti que vas de las calles a las montañas en la misma semana.
Nada te detiene, a ACG tampoco. 
Conoce la nueva c… He4ve22YpL"
2018-06-07 16:00:01,1004754864763822081,nike,"RT @yosoy8a: LISTO PARA DEJARLO TODO EN EL CAMPO,SOLO CREE. @NikeFootball #NikeFootball #JustDoIt #SinFrío #NikeMexico #Mercurial https://t…"
2018-06-05 19:43:33,1004086343029305344,nike,"Un poco de tierra no le hace daño a nadie.
Llega la nueva colección ACG, listo sin importar las condiciones.
Conóce… VBLTieznI6"
2018-06-02 01:58:30,1002731147900608517,nike,"Por 30 años ACG ha ofrecido diseños versátiles que despiertan el espíritu y estilo de la aventura.
Conoce la nueva… zDitoDOJEU"
2018-06-01 21:29:35,1002663475074588672,nike,"Destaca en cada paso.

Cambia las reglas y haz tuyo el nuevo Blazer Low, una edición de lujo en piel premium y deta… o8f81nlGpW"
2018-06-01 17:53:56,1002609203574427649,nike,@AlejandroGB48 En tiendas físicas ya la puedes adquirir. Saludos.
2018-06-01 17:13:12,1002598952842063872,nike,"Creados para volar.

Presentamos los nuevos Nike Air Zoom Pegasus 35.

Disponibles ahora: 2ViVpX6Ux7 aEzYQPLtV6"
2018-06-01 01:00:03,1002354050367672320,nike,El Air Force 270 reinventa el estilo de las duelas. Integra la icónica cápsula 270 en el talón para una máxima amor… 8iDBPEARAC
2018-05-31 15:39:54,1002213087473225729,nike,"Rindiendo homenaje al más grande de todos los tiempos.

Haz tuyo el Jersey de Michael Jordan Icon Edition de los Ch… V2xhPSUAxu"
2018-05-28 21:30:46,1001214221886074882,nike,En honor a los coleccionistas llega una icónica colaboración de Atmos con Nike. Tres legendarias siluetas protagoni… FEZF7thDEI
2018-05-28 16:44:54,1001142278856040448,nike,"RT @clubamerica_en: El Más Grande, now available in English 

#FlyWithUs KebG6lF0kO"
2018-05-26 21:47:52,1000493748361551872,nike,"Diseñados para hacer historia.

El Just Do It pack ya está disponible en Nike Stores y tiendas deportivas. WOaKRkh12Z"
2018-05-26 17:30:08,1000428888193892352,nike,"Muestra lo mejor de tu juego en los momentos más importantes.

Haz tuyo el Just Do It pack en Nike Stores y tiendas… g2BUpZemy5"
2018-05-25 19:15:41,1000093062771585024,nike,"Solo para los que se lo merecen.

Los #AirJordan XI 'Cap and Gown' disponibles mañana a las 2:00 A.M. aquí:… b3Z7W3RKsL"
2018-05-18 23:04:59,997614051445256192,nike,"Dedicados a la Ciudad de Chicago.

Los #AirJordan High 'Homage to Home'.

Disponibles este sábado a las 2:00 A.M. a… VmzjuyYSX1"
2018-05-17 02:08:56,996935567735746560,nike,"Hace 20 años ya era adelantado a su época, ahora está de vuelta en su edición dorada para brillar en cada paso.… UhA3WHuga8"
2018-05-16 00:54:19,996554402520584193,nike,"Diseñados para volar. 

Los nuevos Nike Air Zoom Pegasus 35.

Disponibles ahora: aCDdI3LpmQ

#nikezoom e9RStsoVph"
2018-05-11 17:06:42,994987171475001346,nike,"Uno de los colorways favoritos del AJ3.

Presentamos los #AirJordan 3 'Katrina'.

Disponibles a las 2:00 A.M. aquí:… ytFypVfH9R"
2018-05-10 01:07:30,994383393403043848,nike,"El famoso “Curry” está de vuelta con su inigualable paleta de color.
Un ícono que no puede faltar en tu colección.… OCva0VGyDX"
2018-05-09 02:43:50,994045247406661632,nike,"Rindiendo homenaje a los mayores logros profesionales de Michael Jordan.

Los #AirJordan 1 Retro High OG.

Disponib… c8OZ6LUnhu"
2018-05-07 00:16:21,993283356191272962,nike,"Dale color a tu imaginación.

Diseña tu propia versión de Nike Epic React.

Personaliza los tuyos ahora:… pFksCRqaXC"
2018-05-06 22:56:03,993263148298743809,nike,"Un calzado moderno y esencial. El Nike #Blazer Low SE ahora tiene un acabado suave y brillante en rosa.

Consigue l… 8zieppJiXa"
2018-05-05 02:57:40,992599177094926336,nike,"Estilo icónico.

Los WMNS #AirJordan 1 Satin ‘Shattered Backboard’.

Disponibles a las 2:00 A.M. aquí:… qQHkTOVTIu"
2018-05-04 18:01:52,992464340346224640,nike,"#The1Reimagined. Las reinterpretaciones del #AF1 y el #AJ1 ahora tienen nuevos colores. 

Encuéntralos ya en Nike P… ULF5NxWknm"
2018-05-03 17:58:02,992100985739792386,nike,"Nike Huarche Drift Breathe, el rebelde.

Experimenta con esta fresca edición del ícono de los 90. Cambia las agujet… MD56rCRQrK"
2018-04-29 00:02:51,990380859197919232,nike,"Orgullo azulcrema. Pasión tricolor.

Haz tuyo el 4to kit de @ClubAmerica: 51VvkaV4BN xC4eDPOzJL"
2018-04-28 02:45:44,990059460243570688,nike,"Diseño legendario.

Los #AirJordan 11 Low 'Cool Grey'.

Disponibles el 28 de abril a las 2:00 A.M. aquí:… klnK8bO1Gi"
2018-04-27 00:25:51,989661868276011008,nike,"Comodidad en cada pisada.

Nike Epic React ‘Horizon’.

Disponibles ahora: YLjX2YAT6v

#NikeReact ZeYqFk552q"
2018-04-26 00:17:39,989297417744011265,nike,RT @ClubAmerica: #SomosUnMismoColor 💚🦅❤️ uAjNpmkSSq
2018-04-23 14:00:52,988417423232716801,nike,"Una pasión tricolor que no termina. 

Presentamos el 4to kit de @ClubAmerica. 

#SOMOSUNMISMOCOLOR 7J5Py9x5Km"
2018-04-20 19:40:30,987415731036762112,nike,"La historia de la velocidad reinventada.

Adquiere ahora la colección Mercurial Heritage NikeiD:… 8bNYAPd06g"
2018-04-20 16:55:56,987374318156943361,nike,@Moctenacho Ya los puedes conseguir en el siguiente link: pSDDAbNeVg
2018-04-20 02:04:47,987150051658096642,nike,"Diseñados por el artista Todd Bratrud.

Presentamos los Nike SB Dunk Mid Pro ‘White Widow’.

Disponibles mañana a l… s6ttn1HFv7"
2018-04-19 18:11:09,987030858489098241,nike,"Inspirados en 5 estilos icónicos de Mercurial, llega la nueva colección “Air By You” protagonizada por el innovador… 4UWhQyzic9"
2018-04-19 13:01:10,986952849807388673,nike,"Dale un shot extra de color. 

Nike Epic React 'Pink Matcha'.

Disponible ahora: HUAMjhllc8

#NikeReact fxEnNEd4AP"
2018-04-19 01:01:54,986771839631417344,nike,"Nuestra creación más rápida.

Nike Zoom Vaporfly 4%

Disponible mañana a las 2:00 A.M. aquí:… GtkxmlSODS"
2018-04-16 01:14:06,985687744927088640,nike,"The 1 Reimagined. Las reinterpretaciones del #AF1 y el #AJ1 ahora tienen nuevos colores. 

Elige los tuyos:… Gw0zaiNbm4"
2018-04-15 00:55:00,985320552855490561,nike,El nuevo Nike Hyperadapt 1.0 ya está disponible en Nike Polanco. Mañana 15.04.18 tendremos registros disponibles di… BfWKq7riSM
2018-04-13 17:00:35,984838773837090816,nike,"Destacando entre las sombras.

Los #AirJordan 1 Retro High 'Shadow'.

Disponible a las 2:00 A.M. aquí:… vHwlUX0y6z"
2018-04-11 15:39:09,984093504698814464,nike,RT @yosoy8a: Agujetas que se abrochan solas ¿Qué más puedo pedir?  #Hyperadapt #Goals @nike #teamNike hRqBfsOCkH
2018-04-10 20:08:17,983798846999347200,nike,"Siente el aire al máximo. 

Siente el aire al máximo con el nuevo Air Max 270 Flyknit
Espéralo este próximo 12.04.1… cQuPB8QH79"
2018-04-09 20:51:03,983447222095372288,nike,"Cada semana, lo mejor del aire llega a 5U61NoTv0w
Innovación duradera y el mejor estilo te acompañan c… 7jH3wXpITh"
2018-04-07 04:58:16,982482667500425216,nike,"La versión actualizada de uno de los retros favoritos.

#AirJordan 18 Retro. 
Disponibles aquí:… O5osdqGjd4"
2018-04-05 15:05:07,981910610232463360,nike,"@luisfhsolis Hola Luis, la pulsera de Nike+ Fuel se descontinuó hace ya un par de años. Fue por esta situación. Saludos!"
2018-04-04 01:44:41,981346786983006208,nike,"El Nike Hyperadapt 1.0 llega a México con el innovador sistema de agujetas autoajustables. 
Regístrate aquí para en… MRkXZKOqAX"
2018-03-31 03:03:52,979917162864259072,nike,"Un brillo único.

Los #AirJordan XI Low ‘Iridescent’.

Disponibles mañana aquí: QrwKmue7yL Et6XAzhWFo"
2018-03-30 20:16:18,979814594570055682,nike,"Diseño multicolor. Flexibilidad ultra ligera.

Nike LeBron XV ‘Cereal’.

Disponible mañana aquí:… VDLzaemMu3"
2018-03-28 18:03:51,979056486457532417,nike,"Llegan los nuevos #af1 high ""Victorious Minotaurs"" máximo confort y actitud ganadora dentro de cada detalle. Consig… USUwWEsWxe"
2018-03-26 18:41:37,978341217447497728,nike,El nuevo White Pack de Air Max 270 llegará en exclusiva a la nueva #NikeKicksLoungeMx Reforma 222 este 27.03.2018.… SJfWvYtSW6
2018-03-24 02:18:24,977369005701787648,nike,"Creados para el más grande. Diseñados por Tinker Hatfield.

Los #AirJordan III Retro.

Disponibles a las 2:00 A.M.… HbCadhXEem"
2018-03-23 23:07:42,977321013988986880,nike,"Estilo icónico. Comodidad pura. 

Los #AirJordan I Retro High OG ""Royal"".

Disponibles mañana a las 2:00 A.M. aquí:… OcQ0pZA6YA"
2018-03-23 18:33:58,977252130322042880,nike,"El sueño de los coleccionistas

El mundialmente famoso magnate de la tienda vintage, Sean Wotherspoon creó Air Max… PAa2HSOLJz"
2018-03-23 04:23:32,977038111489298432,nike,"Brilla en cualquier escenario.

Los wmns #AirJordan XII ""Vachetta"".

Disponibles a las 2:00 A.M. aquí:… I75ocPZQ0y"
2018-03-23 02:34:08,977010579222118400,nike,"#KicksLoungeMx Reforma222. El nuevo espacio que Nike creó para ti, donde podrás encontrar los sneakers más exclusiv… 4t5aFvLrHq"
2018-03-23 00:14:08,976975344761819142,nike,"Aire fresco.

Los Nike Air VaporMax Flyknit 2 han llegado.

Consigue tu par aquí: hm3P0vc631… ApKGkY3q59"
2018-03-21 21:14:55,976567855339786242,nike,"Siempre estamos impulsando el aire al límite.
Aire grande, aire más grande, aire máximo.

Consigue tu par a las 2:0… gyO9vIq76i"
2018-03-20 03:07:50,975931894893232129,nike,"Esta semana, vuelve un clásico favorito de los coleccionistas y un ícono para estar en tendencia.

Consigue tu par,… xQzVZhqlU8"
2018-03-18 00:08:12,975161915545673728,nike,"Defiende tu legado con un Goya. 

Adquiere ahora el nuevo jersey de @PumasMX 2018: Wt3aMQ9JXK… o5DjocvKk0"
2018-03-16 17:38:15,974701390692999168,nike,"Estampados feroces para un look único.

Consigue tu par de  Air Max 1 Animal Pack a las 2:00 AM 3.17.18 aquí:… 0qibiEnzOh"
2018-03-14 21:46:58,974039209504731136,nike,"Una ciudad. Un club. Una mentalidad. El balón nos hace más.

Cuando el @FCBarcelona tiene el balón, la ciudad se il… BHUrWWPNfk"
2018-03-13 19:06:06,973636337139007488,nike,Solo para los jugadores más rápidos y atrevidos. Sé testigo del instinto de velocidad. @HirvingLozano70… ah3tvEguGX
2018-03-13 16:59:27,973604462966263808,nike,"RT @HirvingLozano70: Me gusta ser desequilibrante y atrevido. Me gusta cambiar el juego. Yo #SOYMERCURIAL, ¿y tú? @nikemexico …"
2018-03-12 18:50:20,973269979679416320,nike,"Dos íconos de la familia Air Max están de vuelta. 
Elige tu favorito, solo da clic.

Air Max 95:… EXIbAHF7Z2"
2018-03-10 08:59:38,972396550210011136,nike,"Rindiendo homenaje al modelo original de 1993. #AirJordan IX Retro ""Bred"".

Disponibles ahora:… 9A8DxJUTZu"
2018-03-08 21:26:36,971859754711691269,nike,"Más que flores. Fortaleza. 

#Másqueundía mAsoWsmSq1"
2018-03-08 16:30:10,971785154954919936,nike,"El nuevo Nike VaporMax 97 te llevará al margen de lo surreal.
La fusión perfecta entre el pasado y el presente.

Es… iwt7S28P7c"
2018-03-07 17:26:56,971437052234551297,nike,@gabrielaguizar En el link que te compartimos arriba vienen los colores disponibles. Afortunadamente el triple blac… S6eNXAQDbG
2018-03-07 17:12:01,971433297929752578,nike,@gabrielaguizar En color blanco ya está agotado. 😢
2018-03-07 17:01:52,971430743720284168,nike,"@gabrielaguizar Ya quedan muy pocos pares. Ojalá alcances de tu número. Y sí, contamos con envío a Playa del Carmen… 6kSn93N7Ur"
2018-03-07 17:00:56,971430511213150209,nike,"@gabrielaguizar Hola Gaby, ese color como tal de #airmax 270 ya está agotado. Pero aquí te dejamos los nuevos color… z6LlEV0W6v"
2018-03-05 23:18:33,970800762723930112,nike,Esta semana llega un clásico con tratamiento de piel y un futurista que fusiona terciopelo y gamuza para llevar tu… ixlaUdUF3i
2018-03-04 01:25:18,970107887870672896,nike,"Más que un jersey. Un reflejo de grandeza.

Adquiere ahora el nuevo kit de @ClubAmerica 2018:… NTBKbdKpf2"
2018-03-03 19:55:27,970024875707441152,nike,"Vive la experiencia del aire al máximo. 
Ya estamos en el festival, si andas por acá, regístrate para accesar más r… hep7vvuqYC"
2018-03-02 01:30:33,969384432997097472,nike,"¡Vamos! Amárratelos y sal a correr.

Empieza a moverte en Ac0vHfVMMW 

#ChooseGo #NikeReact 2o0c0XxUnl"
2018-03-01 15:57:12,969240144770453505,nike,"El Air Max 270 presume la cápsula de aire en el talón más grande creada hasta ahora por Nike, brinda suaves pasos q… Q97kcahrPt"
2018-02-27 00:28:34,968281669584158720,nike,"Los mejores estilos Air Max llegarán a ti, cada semana.

Air Max 97 Olive Iridiscent: qxRqF1PWy4
Air M… ifMxaTP5tH"
2018-02-27 00:03:34,968275377054461952,nike,"RT @jurgendammr25: Muchas felicidades por los 20 años de Mercurial, un orgullo el poder pertenecer a @nikemexico ✔️⚽️ fWDDnPs1…"
2018-02-24 03:38:09,967242215503384576,nike,"Uno de los colorways más memorables de los AJ1. 

Los #AirJordan 1 High OG 'Bred Toe'.

Disponibles a las 2:00 A.M.… Sm6Y61lqdZ"
2018-02-23 21:17:31,967146427221671936,nike,"Personalízalo todos los días.
El Nuevo Air Force 1 07 QS ya está disponible en @SOULSNEAKERS  y #Alive Centro.
#af1 K9BH2J4cUd"
2018-02-22 23:53:51,966823381374001152,nike,"Nike Epic React ha llegado. #NikeReact 

Corre por él antes de que se vaya: fadsg261HJ jPMrFQDSzi"
2018-02-22 18:00:14,966734389462708224,nike,"Conoce la nueva colección #The1Reimagined, en la que el #AF1 y #AJ1 adquieren 10 nuevas personalidades diseñadas po… HRA4T1Mfvh"
2018-02-20 02:15:41,965771912210255873,nike,"Haz que la velocidad defina el juego. 
Tu instinto #Mercurial te podría llevar a Rusia*. 

Regístrate aquí para par… CGgDaQqRiY"
2018-02-18 16:27:19,965261457301569537,nike,"RT @ElJuanpaZurita: Ya llegamos a LA! No importa dónde o a qué hora. Correr siempre se puede 🤙🏻. #NikeReact #TeamNike 🔥

VAN A VER CÓMO SER…"
2018-02-17 03:06:32,964697543568392192,nike,"El sneaker más icónico de todos los tiempos está de regreso. 

Los #AirJordan III ""Black Cement"". Disponibles a las… JjjBCav0Xx"
2018-02-16 01:01:22,964303657574440960,nike,"The 1 Reimagined. El #AF1 y el #AJ1 renacen en diez nuevos estilos llenos de personalidad. 

Hazlos tuyos este 16 d… vDANhwPQuy"
2018-02-14 20:30:06,963873001270751232,nike,"Respetando su clásica silueta, el Nuevo #af1 CR7 honra los orígenes de @Cristiano con un emblemático swoosh dorado.… xlxyybnGBy"
2018-02-14 17:21:44,963825598429908993,nike,"Cambia el juego con tu instinto de velocidad. 

Los nuevos #Mercurial ya están disponibles en cantidades limitadas:… giK2z2dWez"
2018-02-14 04:46:54,963635639794225153,nike,"El momento en que supimos que el hombre podía volar. 

Los #AirJordan III ""Free Throw Line"". 

Disponibles a las 2:… nRREX5kIeJ"
2018-02-13 19:02:30,963488570467061760,nike,"La innovación del aire está de vuelta.
El VaporMax Flyknit Utility ya está disponible en @Lust_df

#airmax 5wKosZXNyT"
2018-02-12 01:03:30,962854642429366280,nike,"RT @ElJuanpaZurita: A DARLE DURO BRO! A calentarle suave suavecito. Con los #NikeReact literal camino en nubes, bro. Prepárense que ahora J…"
2018-02-09 20:32:45,962061732209246208,nike,"Instinto de velocidad. #SOYMERCURIAL

Los #Mercurial Superfly 360 estarán disponibles en cantidades limitadas el 14… 5fjWBU6kx3"
2018-02-09 01:42:12,961777217297563648,nike,"Más ligero. Más duradero.

Nike Epic React. Disponible el 22 de febrero. 

Conoce más aquí: vXdBhoIMDT… WQJ6j5IxEp"
2018-02-08 22:13:02,961724580359438342,nike,"El nuevo Air Max 270 reta todo lo conocido hasta ahora en aire, para dominar tu estilo. Consigue tu par ahora, aquí… FjfpgFg9r8"
2018-02-08 17:01:15,961646115639713792,nike,RT @HirvingLozano70: #SOYMERCURIAL @nikemexico Ac36smG7mo
2018-02-02 07:09:36,959322894814756864,nike,Fue el primero en innovar con una cápsula visible de 270 grados y está de vuelta para fusionar tu estilo con las ca… P0b1DNdste
2018-02-01 23:22:51,959205436468506624,nike,"Su estructura hace honor a su nombre y legado.
El Air Max 180 está de vuelta para fusionar el aire con las calles.… YxLLuGUCg4"
2018-01-31 22:00:55,958822427840069632,nike,"El Air Max 270 presume la cápsula de aire más grande creada hasta ahora por Nike, brinda un caminado suave que te a… xL1IHvclKu"
2018-01-29 05:15:58,957844746155843585,nike,"En tendencia desde 1972.
El Nike Blazer Low regresa con una composición de gamuza en el corte y una tratamiento pas… Lh6fswuaNj"
2018-01-29 01:03:50,957781296213671937,nike,"Nike Metcon 4. Más resistente, más ligero y más duradero que ningún otro Metcon: WV8MYUeKjj KmOdwN6f85"
2018-01-27 17:33:11,957305498138763264,nike,"Diseño legendario.

Los #AirJordan 10 'Cool Grey' disponibles ahora: baB9QJlZQT KQZAiQz8FR"
2018-01-26 01:18:20,956697783850938368,nike,"Este ícono regresa con una combinación de colores perfecta para dominar las calles. 
El nuevo Air Max 98 estará dis… uDQM8MmTPh"
2018-01-25 16:51:14,956570165059211264,nike,"@ilse_gpb Hola Ilse, en el siguiente link tenemos varios productos de Basket para mujeres - 0HrlxG46O3"
